time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1753429802.69409585,0.00193445,5845,0.00001371,0.00000000,0,0.00000000,816,822,7,0.00023213
1753429802.79418039,0.00184322,5815,0.00003703,0.00000000,0,0.00000000,822,819,12,0.00026092
1753429802.89411712,0.00195999,5799,0.00002214,0.00000000,0,0.00000000,819,828,11,0.00024076
1753429802.99406457,0.00192541,5827,0.00002671,0.00000000,0,0.00000000,828,836,11,0.00024461
1753429803.09404373,0.00244191,5843,0.00004552,0.00000000,0,0.00000000,836,835,9,0.00016735
1753429803.19412041,0.00249342,5789,0.00006500,0.00000000,0,0.00000000,835,822,11,0.00017508
1753429803.29408097,0.00235887,5868,0.00003864,0.00000000,0,0.00000000,822,819,15,0.00013393
1753429803.39417052,0.00225536,5824,0.00001917,0.00000000,0,0.00000000,819,830,11,0.00017419
1753429803.49411631,0.00243563,5809,0.00003230,0.00000000,0,0.00000000,830,824,12,0.00023505
1753429803.59407139,0.00199375,5861,0.00002989,0.00000000,0,0.00000000,824,827,11,0.00025526
1753429803.69419408,0.00197860,5824,0.00002787,0.00000000,0,0.00000000,827,829,9,0.00024929
1753429803.79414415,0.00220801,5790,0.00001578,0.00000000,0,0.00000000,829,837,8,0.00025202
1753429803.89414787,0.00269674,5814,0.00002999,0.00000000,0,0.00000000,837,839,6,0.00024027
1753429803.99415731,0.00258024,5832,0.00002667,0.00000000,0,0.00000000,839,842,7,0.00025897
1753429804.09413505,0.00179751,5837,0.00005485,0.00000000,0,0.00000000,842,822,11,0.00013737
1753429804.19400263,0.00205757,5882,0.00002481,0.00000000,0,0.00000000,822,829,12,0.00013755
1753429804.29422021,0.00200302,5816,0.00001392,0.00000000,0,0.00000000,829,836,7,0.00023708
1753429804.39410329,0.00211924,5816,0.00001730,0.00000000,0,0.00000000,836,842,8,0.00024883
1753429804.49403715,0.00200940,5844,0.00001559,0.00000000,0,0.00000000,842,844,6,0.00013367
1753429804.59415007,0.00233589,5800,0.00004024,0.00000000,0,0.00000000,844,827,9,0.00015614
1753429804.69411612,0.00244195,5818,0.00002955,0.00000000,0,0.00000000,827,837,14,0.00015110
1753429804.79400802,0.00177264,5860,0.00002025,0.00000000,0,0.00000000,837,842,8,0.00023997
1753429804.89398575,0.00190766,5824,0.00003115,0.00000000,0,0.00000000,842,833,8,0.00014116
1753429804.99412179,0.00212598,5821,0.00002366,0.00000000,0,0.00000000,833,820,7,0.00024237
1753429805.09403014,0.00188367,5869,0.00003873,0.00000000,0,0.00000000,820,811,11,0.00022504
1753429805.19413996,0.00180833,5825,0.00001677,0.00000000,0,0.00000000,811,821,10,0.00013712
1753429805.29411507,0.00191211,5826,0.00001615,0.00000000,0,0.00000000,821,825,7,0.00017267
1753429805.39400148,0.00206513,5885,0.00001927,0.00000000,0,0.00000000,825,831,7,0.00017047
1753429805.49415135,0.00194679,5807,0.00002387,0.00000000,0,0.00000000,831,824,8,0.00013063
1753429805.59409189,0.00193741,5827,0.00000408,0.00000000,0,0.00000000,824,825,1,0.00014825
1753429805.69400382,0.00191715,5818,0.00001788,0.00000000,0,0.00000000,825,828,7,0.00013778
1753429805.79393744,0.00205439,5844,0.00005316,0.00000000,0,0.00000000,828,804,12,0.00014512
1753429805.89411139,0.00191554,5809,0.00001055,0.00000000,0,0.00000000,804,803,4,0.00013353
1753429805.99398613,0.00203612,5833,0.00001671,0.00000000,0,0.00000000,803,812,9,0.00013673
1753429806.09412193,0.00268730,5819,0.00001566,0.00000000,0,0.00000000,812,822,10,0.00014755
1753429806.19403791,0.00211919,5821,0.00001328,0.00000000,0,0.00000000,822,828,6,0.00016279
1753429806.29413390,0.00254059,5828,0.00001643,0.00000000,0,0.00000000,828,832,5,0.00013421
1753429806.39410114,0.00202430,5822,0.00001887,0.00000000,0,0.00000000,832,839,9,0.00016952
1753429806.49410629,0.00205630,5821,0.00001444,0.00000000,0,0.00000000,839,843,6,0.00024916
1753429806.59395957,0.00210430,5834,0.00004725,0.00000000,0,0.00000000,843,834,12,0.00016829
1753429806.69409657,0.00193063,5823,0.00001940,0.00000000,0,0.00000000,834,840,9,0.00023559
1753429806.79401588,0.00181224,5831,0.00001667,0.00000000,0,0.00000000,840,848,8,0.00023359
1753429806.89399910,0.00191885,5828,0.00001657,0.00000000,0,0.00000000,848,853,7,0.00018618
1753429806.99409127,0.00253920,5829,0.00001682,0.00000000,0,0.00000000,853,855,7,0.00024645
1753429807.09417009,0.00199158,5824,0.00003553,0.00000000,0,0.00000000,855,848,7,0.00013331
1753429807.19393897,0.00244771,5873,0.00000870,0.00000000,0,0.00000000,848,852,4,0.00013709
1753429807.29413605,0.00197000,5809,0.00002450,0.00000000,0,0.00000000,852,849,8,0.00017336
1753429807.39410114,0.00219343,5826,0.00005976,0.00000000,0,0.00000000,849,818,7,0.00025473
1753429807.49411583,0.00189294,5817,0.00002000,0.00000000,0,0.00000000,818,821,9,0.00012997
1753429807.59416056,0.00196093,5816,0.00003238,0.00000000,0,0.00000000,821,815,7,0.00014089
1753429807.69400930,0.00197084,5831,0.00001552,0.00000000,0,0.00000000,815,816,5,0.00017185
1753429807.79394794,0.00173822,5835,0.00001519,0.00000000,0,0.00000000,816,822,6,0.00014138
1753429807.89409947,0.00194489,5802,0.00001343,0.00000000,0,0.00000000,822,829,8,0.00013857
1753429807.99401093,0.00209362,5842,0.00002479,0.00000000,0,0.00000000,829,821,7,0.00014948
1753429808.09407234,0.00196303,5847,0.00001171,0.00000000,0,0.00000000,821,826,5,0.00016359
1753429808.19407225,0.00179989,5804,0.00000903,0.00000000,0,0.00000000,826,830,4,0.00015034
1753429808.29402423,0.00186145,5843,0.00001366,0.00000000,0,0.00000000,830,837,7,0.00013827
1753429808.39393568,0.00264922,5807,0.00003733,0.00000000,0,0.00000000,837,841,9,0.00013922
1753429808.49395180,0.00268031,5875,0.00001869,0.00000000,0,0.00000000,841,847,6,0.00013762
1753429808.59415102,0.00187558,5857,0.00001657,0.00000000,0,0.00000000,847,854,7,0.00016102
1753429808.69394493,0.00189550,5833,0.00001282,0.00000000,0,0.00000000,854,860,6,0.00014017
1753429808.79398012,0.00204048,5879,0.00000923,0.00000000,0,0.00000000,860,864,4,0.00024328
1753429808.89407945,0.00204925,5849,0.00001317,0.00000000,0,0.00000000,864,864,5,0.00024370
1753429808.99391413,0.00259807,5884,0.00001800,0.00000000,0,0.00000000,864,869,5,0.00017310
1753429809.09406185,0.00190137,5830,0.00003344,0.00000000,0,0.00000000,869,858,9,0.00013230
1753429809.19400096,0.00191155,5843,0.00001155,0.00000000,0,0.00000000,858,859,4,0.00014329
1753429809.29402709,0.00197016,5822,0.00003226,0.00000000,0,0.00000000,859,845,6,0.00017565
1753429809.39384317,0.00196108,5863,0.00001544,0.00000000,0,0.00000000,845,850,5,0.00024354
1753429809.49402761,0.00196599,5831,0.00001377,0.00000000,0,0.00000000,850,847,3,0.00013080
1753429809.59401345,0.00250873,5843,0.00002616,0.00000000,0,0.00000000,847,851,7,0.00013804
1753429809.69406009,0.00214490,5786,0.00002878,0.00000000,0,0.00000000,851,850,9,0.00013793
1753429809.79398942,0.00190177,5816,0.00000638,0.00000000,0,0.00000000,850,852,2,0.00014443
1753429809.89392543,0.00261152,5848,0.00004958,0.00000000,0,0.00000000,852,853,9,0.00014560
1753429809.99414229,0.00205352,5821,0.00002027,0.00000000,0,0.00000000,853,853,6,0.00024752
1753429810.09402370,0.00258081,5818,0.00001750,0.00000000,0,0.00000000,853,858,5,0.00023740
1753429810.19388008,0.00265678,5807,0.00001059,0.00000000,0,0.00000000,858,861,3,0.00017757
1753429810.29386115,0.00224124,5848,0.00000454,0.00000000,0,0.00000000,861,862,2,0.00024758
1753429810.39392686,0.00211194,5806,0.00001281,0.00000000,0,0.00000000,862,868,7,0.00017693
1753429810.49391532,0.00225970,5849,0.00001391,0.00000000,0,0.00000000,868,872,5,0.00024365
1753429810.59408021,0.00187867,5802,0.00001594,0.00000000,0,0.00000000,872,876,7,0.00023732
1753429810.69402003,0.00179076,5804,0.00000513,0.00000000,0,0.00000000,876,878,2,0.00024697
1753429810.79396582,0.00198150,5856,0.00001017,0.00000000,0,0.00000000,878,882,4,0.00013864
1753429810.89401913,0.00199776,5813,0.00002128,0.00000000,0,0.00000000,882,862,3,0.00013625
1753429810.99394560,0.00243167,5793,0.00001934,0.00000000,0,0.00000000,862,863,4,0.00015384
1753429811.09387398,0.00207800,5830,0.00002167,0.00000000,0,0.00000000,863,854,6,0.00015331
1753429811.19397783,0.00201459,5795,0.00001627,0.00000000,0,0.00000000,854,863,9,0.00017672
1753429811.29400849,0.00197852,5792,0.00002995,0.00000000,0,0.00000000,863,862,13,0.00016861
1753429811.39385748,0.00215878,5867,0.00001756,0.00000000,0,0.00000000,862,869,8,0.00024723
1753429811.49400353,0.00202751,5807,0.00001338,0.00000000,0,0.00000000,869,872,4,0.00014329
1753429811.59392738,0.00272049,5793,0.00005239,0.00000000,0,0.00000000,872,858,6,0.00014444
1753429811.69386840,0.00206768,5807,0.00001141,0.00000000,0,0.00000000,858,858,3,0.00014080
1753429811.79405642,0.00186198,5803,0.00002129,0.00000000,0,0.00000000,858,856,7,0.00016990
1753429811.89397717,0.00251165,5820,0.00001309,0.00000000,0,0.00000000,856,860,5,0.00017717
1753429811.99382401,0.00273809,5837,0.00002385,0.00000000,0,0.00000000,860,864,7,0.00021024
1753429812.09408331,0.00243394,5836,0.00001290,0.00000000,0,0.00000000,864,868,4,0.00017649
1753429812.19392872,0.00209797,5831,0.00002153,0.00000000,0,0.00000000,868,866,4,0.00014071
1753429812.29384875,0.00261112,5850,0.00003190,0.00000000,0,0.00000000,866,871,8,0.00024899
1753429812.39403820,0.00256515,5814,0.00001928,0.00000000,0,0.00000000,871,877,6,0.00024304
1753429812.49391818,0.00237860,5828,0.00003164,0.00000000,0,0.00000000,877,878,7,0.00024840
1753429812.59386873,0.00250609,5846,0.00001445,0.00000000,0,0.00000000,878,882,4,0.00017832
1753429812.69403958,0.00253818,5801,0.00001268,0.00000000,0,0.00000000,882,885,4,0.00024596
1753429812.79394770,0.00253286,5811,0.00003877,0.00000000,0,0.00000000,885,873,7,0.00024179
1753429812.89389777,0.00258972,5855,0.00003745,0.00000000,0,0.00000000,873,874,11,0.00024078
1753429812.99399161,0.00186792,5823,0.00001453,0.00000000,0,0.00000000,874,875,5,0.00024593
1753429813.09391737,0.00182960,5849,0.00001015,0.00000000,0,0.00000000,875,879,4,0.00024332
1753429813.19403076,0.00203928,5801,0.00000507,0.00000000,0,0.00000000,879,880,1,0.00023964
1753429813.29396629,0.00184796,5801,0.00000697,0.00000000,0,0.00000000,880,883,4,0.00024065
1753429813.39394426,0.00195068,5818,0.00000715,0.00000000,0,0.00000000,883,886,3,0.00013629
1753429813.49393058,0.00243491,5838,0.00000913,0.00000000,0,0.00000000,886,888,2,0.00013671
1753429813.59397268,0.00268972,5809,0.00000804,0.00000000,0,0.00000000,888,890,2,0.00017872
1753429813.69392300,0.00252063,5866,0.00001024,0.00000000,0,0.00000000,890,892,2,0.00013573
1753429813.79403472,0.00258683,5782,0.00002180,0.00000000,0,0.00000000,892,894,4,0.00013987
1753429813.89394498,0.00231822,5813,0.00000651,0.00000000,0,0.00000000,894,896,2,0.00021313
1753429813.99390340,0.00174298,5862,0.00000918,0.00000000,0,0.00000000,896,900,4,0.00024016
1753429814.09382582,0.00224485,5846,0.00001168,0.00000000,0,0.00000000,900,903,3,0.00024961
1753429814.19391823,0.00258014,5831,0.00000773,0.00000000,0,0.00000000,903,905,2,0.00025558
1753429814.29388309,0.00205731,5835,0.00000945,0.00000000,0,0.00000000,905,906,2,0.00024675
1753429814.39402437,0.00229884,5823,0.00003867,0.00000000,0,0.00000000,906,886,5,0.00014150
1753429814.49393511,0.00205038,5811,0.00001394,0.00000000,0,0.00000000,886,888,5,0.00013740
1753429814.59383583,0.00211574,5818,0.00022720,0.00000000,0,0.00000000,888,711,5,0.00024849
1753429814.69382429,0.00228361,5840,0.00001169,0.00000000,0,0.00000000,711,716,5,0.00014216
1753429814.79389071,0.00187295,5800,0.00000678,0.00000000,0,0.00000000,716,719,3,0.00017855
1753429814.89386868,0.00256301,5851,0.00001144,0.00000000,0,0.00000000,719,722,4,0.00017286
1753429814.99397707,0.00248720,5815,0.00001627,0.00000000,0,0.00000000,722,727,5,0.00017670
1753429815.09391689,0.00270684,5821,0.00001339,0.00000000,0,0.00000000,727,730,3,0.00025102
1753429815.19383121,0.00258196,5832,0.00000886,0.00000000,0,0.00000000,730,732,3,0.00024284
1753429815.29402852,0.00255336,5822,0.00001597,0.00000000,0,0.00000000,732,736,4,0.00024735
1753429815.39387751,0.00254395,5825,0.00001165,0.00000000,0,0.00000000,736,739,3,0.00024321
1753429815.49384332,0.00179012,5804,0.00000458,0.00000000,0,0.00000000,739,740,2,0.00025947
1753429815.59379601,0.00249066,5844,0.00001527,0.00000000,0,0.00000000,740,745,5,0.00025315
1753429815.69396472,0.00238727,5834,0.00001578,0.00000000,0,0.00000000,745,749,5,0.00023156
1753429815.79383731,0.00211284,5871,0.00000048,0.00000000,0,0.00000000,749,749,0,0.00023416
1753429815.89400983,0.00263639,5850,0.00001441,0.00000000,0,0.00000000,749,753,4,0.00017245
1753429815.99387908,0.00196932,5845,0.00001178,0.00000000,0,0.00000000,753,759,6,0.00024663
1753429816.09383702,0.00195325,5880,0.00001197,0.00000000,0,0.00000000,759,765,6,0.00024533
1753429816.19397831,0.00190359,5862,0.00000385,0.00000000,0,0.00000000,765,766,2,0.00017700
1753429816.29389715,0.00187338,5836,0.00000902,0.00000000,0,0.00000000,766,770,4,0.00024177
1753429816.39386916,0.00191604,5813,0.00000974,0.00000000,0,0.00000000,770,775,5,0.00013764
1753429816.49398303,0.00179490,5830,0.00000033,0.00000000,0,0.00000000,775,775,0,0.00013817
1753429816.59385896,0.00182175,5816,0.00000563,0.00000000,0,0.00000000,775,777,2,0.00013684
1753429816.69386411,0.00253400,5832,0.00000657,0.00000000,0,0.00000000,777,778,1,0.00014267
1753429816.79398155,0.00255577,5814,0.00001376,0.00000000,0,0.00000000,778,776,2,0.00013582
1753429816.89388895,0.00269542,5866,0.00003083,0.00000000,0,0.00000000,776,782,10,0.00018190
1753429816.99400926,0.00251933,5822,0.00001285,0.00000000,0,0.00000000,782,786,4,0.00017588
1753429817.09396362,0.00235223,5818,0.00002644,0.00000000,0,0.00000000,786,789,9,0.00025178
1753429817.19388485,0.00183946,5819,0.00001844,0.00000000,0,0.00000000,789,787,6,0.00024208
1753429817.29387903,0.00195015,5834,0.00000922,0.00000000,0,0.00000000,787,790,3,0.00024967
1753429817.39394689,0.00196802,5818,0.00000639,0.00000000,0,0.00000000,790,792,2,0.00024798
1753429817.49386692,0.00266304,5811,0.00000627,0.00000000,0,0.00000000,792,793,1,0.00025188
1753429817.59381461,0.00263984,5824,0.00000865,0.00000000,0,0.00000000,793,794,1,0.00013430
1753429817.69396400,0.00248472,5822,0.00002147,0.00000000,0,0.00000000,794,804,10,0.00017316
1753429817.79390550,0.00254615,5808,0.00001645,0.00000000,0,0.00000000,804,808,5,0.00014073
1753429817.89381862,0.00249835,5858,0.00001419,0.00000000,0,0.00000000,808,811,3,0.00032843
1753429817.99391699,0.00252846,5819,0.00002511,0.00000000,0,0.00000000,811,815,6,0.00034823
1753429818.09389305,0.00261236,5835,0.00001540,0.00000000,0,0.00000000,815,819,5,0.00027176
1753429818.19403315,0.00256279,5820,0.00000653,0.00000000,0,0.00000000,819,820,2,0.00026120
1753429818.29395866,0.00252128,5814,0.00001942,0.00000000,0,0.00000000,820,821,5,0.00032204
1753429818.39382410,0.00189152,5824,0.00000938,0.00000000,0,0.00000000,821,824,4,0.00025076
1753429818.49402905,0.00198327,5825,0.00000642,0.00000000,0,0.00000000,824,826,3,0.00025840
1753429818.59391403,0.00196463,5810,0.00000661,0.00000000,0,0.00000000,826,829,3,0.00026994
1753429818.69391537,0.00202447,5827,0.00000999,0.00000000,0,0.00000000,829,834,5,0.00034639
1753429818.79385757,0.00188935,5848,0.00001421,0.00000000,0,0.00000000,834,831,4,0.00015122
1753429818.89393234,0.00257307,5821,0.00001772,0.00000000,0,0.00000000,831,837,6,0.00013967
1753429818.99380207,0.00205588,5839,0.00001125,0.00000000,0,0.00000000,837,841,4,0.00014390
1753429819.09400940,0.00197250,5820,0.00001168,0.00000000,0,0.00000000,841,847,6,0.00013856
1753429819.19388962,0.00205606,5825,0.00001000,0.00000000,0,0.00000000,847,851,4,0.00013398
1753429819.29383707,0.00194853,5832,0.00000769,0.00000000,0,0.00000000,851,855,4,0.00025677
1753429819.39399362,0.00230436,5826,0.00001335,0.00000000,0,0.00000000,855,857,5,0.00024834
1753429819.49390697,0.00201214,5833,0.00001035,0.00000000,0,0.00000000,857,861,4,0.00014301
1753429819.59384894,0.00202331,5854,0.00001156,0.00000000,0,0.00000000,861,866,5,0.00013909
1753429819.69401240,0.00195744,5844,0.00001011,0.00000000,0,0.00000000,866,866,3,0.00014190
1753429819.79387522,0.00259052,5852,0.00001657,0.00000000,0,0.00000000,866,866,3,0.00014120
1753429819.89402008,0.00196275,5842,0.00000813,0.00000000,0,0.00000000,866,869,3,0.00018272
1753429819.99394894,0.00265681,5826,0.00004358,0.00000000,0,0.00000000,869,859,7,0.00017267
1753429820.09389138,0.00227306,5855,0.00001561,0.00000000,0,0.00000000,859,849,3,0.00018040
1753429820.19399881,0.00242071,5830,0.00000667,0.00000000,0,0.00000000,849,850,1,0.00021025
1753429820.29402399,0.00204347,5819,0.00000524,0.00000000,0,0.00000000,850,852,2,0.00017672
1753429820.39385128,0.00198260,5806,0.00001995,0.00000000,0,0.00000000,852,857,8,0.00024798
1753429820.49383855,0.00234417,5822,0.00000778,0.00000000,0,0.00000000,857,860,3,0.00014509
1753429820.59396124,0.00200713,5802,0.00000488,0.00000000,0,0.00000000,860,862,2,0.00024276
1753429820.69389057,0.00207273,5813,0.00001143,0.00000000,0,0.00000000,862,868,6,0.00013947
1753429820.79375076,0.00216839,5871,0.00000204,0.00000000,0,0.00000000,868,868,1,0.00017099
1753429820.89394283,0.00204429,5827,0.00000557,0.00000000,0,0.00000000,868,870,2,0.00024907
1753429820.99385786,0.00190505,5828,0.00000506,0.00000000,0,0.00000000,870,871,1,0.00013485
1753429821.09401131,0.00258813,5797,0.00001255,0.00000000,0,0.00000000,871,874,3,0.00013997
1753429821.19394541,0.00199213,5828,0.00001715,0.00000000,0,0.00000000,874,865,3,0.00012908
1753429821.29395556,0.00203454,5825,0.00001696,0.00000000,0,0.00000000,865,861,3,0.00014418
1753429821.39380884,0.00204508,5842,0.00000535,0.00000000,0,0.00000000,861,862,1,0.00020887
1753429821.49397063,0.00207717,5800,0.00000818,0.00000000,0,0.00000000,862,866,4,0.00024555
1753429821.59388900,0.00223314,5842,0.00001246,0.00000000,0,0.00000000,866,866,3,0.00027076
1753429821.69398856,0.00185652,5835,0.00001109,0.00000000,0,0.00000000,866,871,5,0.00014438
1753429821.79389524,0.00208200,5822,0.00001784,0.00000000,0,0.00000000,871,873,6,0.00017670
1753429821.89385891,0.00189081,5855,0.00000618,0.00000000,0,0.00000000,873,875,2,0.00017258
1753429821.99396610,0.00249973,5829,0.00000854,0.00000000,0,0.00000000,875,878,3,0.00013743
1753429822.09393263,0.00187878,5856,0.00001134,0.00000000,0,0.00000000,878,883,5,0.00013191
1753429822.19405627,0.00210875,5806,0.00000452,0.00000000,0,0.00000000,883,884,1,0.00017782
1753429822.29396820,0.00206721,5804,0.00000614,0.00000000,0,0.00000000,884,886,2,0.00024416
1753429822.39387894,0.00215677,5806,0.00000699,0.00000000,0,0.00000000,886,888,2,0.00013504
1753429822.49385405,0.00260236,5846,0.00000936,0.00000000,0,0.00000000,888,887,1,0.00013793
1753429822.59401107,0.00275341,5829,0.00002879,0.00000000,0,0.00000000,887,886,4,0.00013950
1753429822.69394279,0.00247801,5814,0.00001001,0.00000000,0,0.00000000,886,888,2,0.00017459
1753429822.79386353,0.00219210,5848,0.00003681,0.00000000,0,0.00000000,888,863,7,0.00013606
1753429822.89393663,0.00262309,5825,0.00001978,0.00000000,0,0.00000000,863,865,4,0.00024721
1753429822.99385881,0.00255356,5816,0.00001593,0.00000000,0,0.00000000,865,869,4,0.00024296
1753429823.09384036,0.00249919,5867,0.00000851,0.00000000,0,0.00000000,869,871,2,0.00024805
1753429823.19394040,0.00214383,5840,0.00000932,0.00000000,0,0.00000000,871,875,4,0.00024599
1753429823.29391694,0.00265581,5845,0.00000534,0.00000000,0,0.00000000,875,876,1,0.00024802
1753429823.39392114,0.00209568,5859,0.00001466,0.00000000,0,0.00000000,876,868,2,0.00024635
1753429823.49409723,0.00217823,5864,0.00002037,0.00000000,0,0.00000000,868,859,4,0.00024219
1753429823.59389353,0.00277860,5836,0.00000669,0.00000000,0,0.00000000,859,861,2,0.00013450
1753429823.69383240,0.00211822,5840,0.00000986,0.00000000,0,0.00000000,861,865,4,0.00017591
1753429823.79391718,0.00190844,5821,0.00000805,0.00000000,0,0.00000000,865,867,2,0.00013413
1753429823.89392066,0.00194772,5860,0.00000985,0.00000000,0,0.00000000,867,868,2,0.00017550
1753429823.99400187,0.00249739,5817,0.00000036,0.00000000,0,0.00000000,868,868,0,0.00024411
1753429824.09395123,0.00250388,5814,0.00000038,0.00000000,0,0.00000000,868,868,0,0.00024454
1753429824.19388747,0.00259133,5856,0.00001858,0.00000000,0,0.00000000,868,862,2,0.00017966
1753429824.29404879,0.00197226,5826,0.00000818,0.00000000,0,0.00000000,862,865,3,0.00013716
1753429824.39389825,0.00251695,5794,0.00000600,0.00000000,0,0.00000000,865,866,1,0.00024382
1753429824.49384737,0.00259889,5832,0.00000189,0.00000000,0,0.00000000,866,866,1,0.00025293
1753429824.59401369,0.00228332,5809,0.00000462,0.00000000,0,0.00000000,866,867,1,0.00025074
1753429824.69393635,0.00192834,5816,0.00000691,0.00000000,0,0.00000000,867,869,3,0.00014969
1753429824.79386520,0.00255881,5851,0.00001579,0.00000000,0,0.00000000,869,864,2,0.00024454
1753429824.89398932,0.00239071,5814,0.00000036,0.00000000,0,0.00000000,864,864,0,0.00024984
1753429824.99393559,0.00255520,5817,0.00001251,0.00000000,0,0.00000000,864,867,3,0.00021208
1753429825.09391379,0.00260599,5841,0.00001744,0.00000000,0,0.00000000,867,872,5,0.00013449
1753429825.19400787,0.00200925,5820,0.00001958,0.00000000,0,0.00000000,872,858,4,0.00024209
1753429825.29392195,0.00245385,5809,0.00000664,0.00000000,0,0.00000000,858,860,2,0.00024045
1753429825.39386725,0.00242791,5842,0.00001105,0.00000000,0,0.00000000,860,863,3,0.00024153
1753429825.49400759,0.00246067,5785,0.00000801,0.00000000,0,0.00000000,863,865,2,0.00024630
1753429825.59393954,0.00252379,5803,0.00001523,0.00000000,0,0.00000000,865,865,2,0.00013341
1753429825.69385409,0.00264870,5832,0.00001759,0.00000000,0,0.00000000,865,866,3,0.00024040
1753429825.79396009,0.00248655,5820,0.00000944,0.00000000,0,0.00000000,866,869,3,0.00021667
1753429825.89387560,0.00200120,5844,0.00000865,0.00000000,0,0.00000000,869,865,1,0.00021762
1753429825.99413395,0.00238781,5835,0.00001276,0.00000000,0,0.00000000,865,865,3,0.00023634
1753429826.09399247,0.00242557,5789,0.00001380,0.00000000,0,0.00000000,865,870,5,0.00025329
1753429826.19387412,0.00210609,5810,0.00001358,0.00000000,0,0.00000000,870,872,4,0.00023418
1753429826.29389000,0.00248792,5858,0.00000656,0.00000000,0,0.00000000,872,873,1,0.00017819
1753429826.39393449,0.00227634,5802,0.00000444,0.00000000,0,0.00000000,873,874,1,0.00025237
1753429826.49400687,0.00208861,5833,0.00000578,0.00000000,0,0.00000000,874,875,2,0.00024712
1753429826.59393620,0.00218252,5855,0.00001491,0.00000000,0,0.00000000,875,875,4,0.00013739
1753429826.69397044,0.00251129,5807,0.00002814,0.00000000,0,0.00000000,875,863,3,0.00024961
1753429826.79385066,0.00254724,5810,0.00001185,0.00000000,0,0.00000000,863,866,3,0.00025067
1753429826.89383006,0.00299185,5889,0.00000746,0.00000000,0,0.00000000,866,868,2,0.00013925
1753429826.99393296,0.00223285,5816,0.00000994,0.00000000,0,0.00000000,868,872,4,0.00013977
1753429827.09387732,0.00228542,5840,0.00000603,0.00000000,0,0.00000000,872,873,1,0.00023818
1753429827.19408178,0.00221306,5819,0.00000774,0.00000000,0,0.00000000,873,875,2,0.00026934
1753429827.29393482,0.00218986,5832,0.00000697,0.00000000,0,0.00000000,875,877,2,0.00038900
1753429827.39388704,0.00218805,5813,0.00000638,0.00000000,0,0.00000000,877,879,2,0.00016619
1753429827.49385858,0.00192380,5865,0.00000544,0.00000000,0,0.00000000,879,881,2,0.00015938
1753429827.59393787,0.00226371,5820,0.00000941,0.00000000,0,0.00000000,881,883,2,0.00023247
1753429827.69384170,0.00245164,5847,0.00000649,0.00000000,0,0.00000000,883,884,1,0.00015702
1753429827.79410744,0.00250371,5833,0.00002635,0.00000000,0,0.00000000,884,884,5,0.00016077
1753429827.89395380,0.00259454,5831,0.00001358,0.00000000,0,0.00000000,884,880,1,0.00015743
1753429827.99515104,0.00266112,5810,0.00000851,0.00000000,0,0.00000000,880,882,2,0.00030229
1753429828.09416962,0.00198616,5800,0.00000764,0.00000000,0,0.00000000,882,885,3,0.00025863
1753429828.19389653,0.00196406,5806,0.00001593,0.00000000,0,0.00000000,885,877,3,0.00023861
1753429828.29383254,0.00190357,5830,0.00000348,0.00000000,0,0.00000000,877,878,1,0.00024322
1753429828.39405942,0.00197684,5809,0.00001344,0.00000000,0,0.00000000,878,880,3,0.00022767
1753429828.49393559,0.00257177,5833,0.00000035,0.00000000,0,0.00000000,880,880,0,0.00013609
1753429828.59510636,0.00260042,5802,0.00000050,0.00000000,0,0.00000000,880,880,0,0.00014249
1753429828.69416738,0.00199759,5826,0.00000315,0.00000000,0,0.00000000,880,881,1,0.00014013
1753429828.79390812,0.00249920,5833,0.00000895,0.00000000,0,0.00000000,881,883,2,0.00018445
1753429828.89527059,0.00222297,5829,0.00001130,0.00000000,0,0.00000000,883,877,2,0.00024499
1753429828.99402952,0.00243882,5807,0.00000889,0.00000000,0,0.00000000,877,880,3,0.00024322
1753429829.09393311,0.00237726,5819,0.00000601,0.00000000,0,0.00000000,880,881,1,0.00016918
1753429829.19383574,0.00253099,5839,0.00000589,0.00000000,0,0.00000000,881,882,2,0.00019077
1753429829.29407096,0.00187215,5818,0.00000567,0.00000000,0,0.00000000,882,884,2,0.00019869
1753429829.39389014,0.00185264,5859,0.00000461,0.00000000,0,0.00000000,884,885,1,0.00024501
1753429829.49515224,0.00207466,5820,0.00000184,0.00000000,0,0.00000000,885,885,1,0.00024855
1753429829.59409308,0.00229838,5814,0.00000496,0.00000000,0,0.00000000,885,886,2,0.00025592
1753429829.69391274,0.00189151,5875,0.00000346,0.00000000,0,0.00000000,886,887,2,0.00013465
1753429829.79511595,0.00221496,5790,0.00001542,0.00000000,0,0.00000000,887,890,6,0.00014284
1753429829.89401746,0.00247472,5824,0.00000751,0.00000000,0,0.00000000,890,892,2,0.00013830
1753429829.99389100,0.00256804,5853,0.00000035,0.00000000,0,0.00000000,892,892,0,0.00026554
1753429830.09509897,0.00211983,5798,0.00002186,0.00000000,0,0.00000000,892,889,4,0.00013853
1753429830.19408321,0.00196457,5826,0.00000778,0.00000000,0,0.00000000,889,892,3,0.00013696
1753429830.29394603,0.00189279,5809,0.00000160,0.00000000,0,0.00000000,892,892,1,0.00024999
1753429830.39383006,0.00193588,5868,0.00000412,0.00000000,0,0.00000000,892,893,1,0.00028472
1753429830.49419856,0.00227774,5840,0.00000943,0.00000000,0,0.00000000,893,895,3,0.00013582
