time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1753429798.79415917,0.00226964,5866,0.00004478,0.00000000,0,0.00000000,725,724,18,0.00013119
1753429798.89428449,0.00216692,5815,0.00003192,0.00000000,0,0.00000000,724,724,14,0.00020440
1753429798.99426818,0.00203462,5813,0.00004878,0.00000000,0,0.00000000,724,724,19,0.00014348
1753429799.09416389,0.00190301,5819,0.00004446,0.00000000,0,0.00000000,724,727,22,0.00013819
1753429799.19429779,0.00198223,5824,0.00004865,0.00000000,0,0.00000000,727,746,27,0.00017616
1753429799.29420686,0.00200552,5802,0.00003630,0.00000000,0,0.00000000,746,752,15,0.00018320
1753429799.39414191,0.00256004,5842,0.00007574,0.00000000,0,0.00000000,752,758,22,0.00013778
1753429799.49430037,0.00268228,5810,0.00007710,0.00000000,0,0.00000000,758,767,21,0.00013850
1753429799.59422183,0.00264482,5797,0.00003883,0.00000000,0,0.00000000,767,782,15,0.00017007
1753429799.69415474,0.00268762,5838,0.00004235,0.00000000,0,0.00000000,782,800,18,0.00026278
1753429799.79424715,0.00253469,5790,0.00004641,0.00000000,0,0.00000000,800,800,12,0.00024503
1753429799.89419961,0.00266147,5809,0.00005648,0.00000000,0,0.00000000,800,793,10,0.00026436
1753429799.99416089,0.00276981,5841,0.00005653,0.00000000,0,0.00000000,793,790,20,0.00026377
1753429800.09428239,0.00254566,5802,0.00002707,0.00000000,0,0.00000000,790,799,12,0.00026759
1753429800.19423246,0.00250472,5829,0.00004916,0.00000000,0,0.00000000,799,807,14,0.00026132
1753429800.29412246,0.00288308,5851,0.00016471,0.00000000,0,0.00000000,807,737,18,0.00032035
1753429800.39423823,0.00248043,5810,0.00002182,0.00000000,0,0.00000000,737,746,9,0.00027080
1753429800.49419999,0.00182855,5821,0.00003848,0.00000000,0,0.00000000,746,747,13,0.00026984
1753429800.59412575,0.00190225,5819,0.00002496,0.00000000,0,0.00000000,747,763,16,0.00022177
1753429800.69424415,0.00188858,5804,0.00003438,0.00000000,0,0.00000000,763,750,12,0.00023767
1753429800.79416370,0.00190274,5838,0.00002440,0.00000000,0,0.00000000,750,761,11,0.00023951
1753429800.89411640,0.00268142,5819,0.00004277,0.00000000,0,0.00000000,761,763,18,0.00013933
1753429800.99423766,0.00255347,5815,0.00003598,0.00000000,0,0.00000000,763,768,10,0.00024420
1753429801.09421039,0.00245787,5842,0.00003053,0.00000000,0,0.00000000,768,767,10,0.00013984
1753429801.19410372,0.00213600,5882,0.00004715,0.00000000,0,0.00000000,767,756,12,0.00013516
1753429801.29424238,0.00251305,5843,0.00005374,0.00000000,0,0.00000000,756,763,14,0.00024164
1753429801.39413071,0.00252607,5853,0.00006817,0.00000000,0,0.00000000,763,770,23,0.00025709
1753429801.49414539,0.00272470,5876,0.00006528,0.00000000,0,0.00000000,770,755,12,0.00023512
1753429801.59426475,0.00266999,5850,0.00004749,0.00000000,0,0.00000000,755,759,13,0.00024927
1753429801.69420695,0.00206094,5853,0.00003063,0.00000000,0,0.00000000,759,760,11,0.00024114
1753429801.79413486,0.00213241,5817,0.00001908,0.00000000,0,0.00000000,760,770,11,0.00024441
1753429801.89412165,0.00240192,5851,0.00003723,0.00000000,0,0.00000000,770,779,11,0.00023389
1753429801.99412417,0.00264307,5833,0.00003781,0.00000000,0,0.00000000,779,787,12,0.00024231
1753429802.09411550,0.00236511,5812,0.00002048,0.00000000,0,0.00000000,787,792,9,0.00016611
1753429802.19419932,0.00205311,5828,0.00005376,0.00000000,0,0.00000000,792,783,15,0.00017337
1753429802.29416728,0.00250059,5818,0.00004483,0.00000000,0,0.00000000,783,794,16,0.00023936
1753429802.39405465,0.00263135,5849,0.00003099,0.00000000,0,0.00000000,794,796,8,0.00024828
1753429802.49421144,0.00250409,5809,0.00002750,0.00000000,0,0.00000000,796,805,13,0.00024939
1753429802.59418583,0.00205477,5836,0.00002996,0.00000000,0,0.00000000,805,816,14,0.00016805
